171.076520	0.235330	168.979500	175.048200		171.336500	0.021345	168.446400	174.474400		18.289250	0.015669	18.166300	18.499400
87.643480	0.039029	86.958500	88.650700		171.990200	0.111217	170.856100	174.682800		18.336110	0.011672	18.215700	18.514900
85.644490	0.059043	84.880200	87.801700		171.152250	0.543390	169.988100	172.870600		18.333920	0.061658	18.225100	18.528900
85.360120	0.033463	84.663700	86.274500		171.553780	0.227583	170.393200	174.591000		18.332500	0.040098	18.207500	18.507500
40.801610	0.177401	40.418100	41.484700		171.246060	0.418799	169.921700	173.591100		18.497260	0.045334	18.133200	20.452500
40.703850	0.078314	40.426300	41.086300		171.431960	0.322635	170.411700	172.540400		18.548420	0.106069	18.213000	20.220400
40.914520	0.080961	40.456400	41.600400		171.675450	1.118166	170.250100	175.211400		18.364360	0.054625	18.208400	18.537100
42.776130	0.233733	42.021200	47.701300		174.383830	1.019338	170.468200	185.384100		18.587850	0.099722	18.114600	20.574300
42.300160	0.031831	42.038400	42.930600		171.186830	0.154234	169.788000	172.534200		18.378930	0.027711	18.158100	19.194800
42.324400	0.014958	42.077200	43.007700		171.187300	0.328814	170.416400	173.811500		18.402210	0.023783	18.178700	19.167100
